origin_link,outgoing_link,origin_title,outgoing_title
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_superalgebra',b'Representation theory',b'Lie superalgebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Theoretical_physics',b'Representation theory',b'Theoretical physics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Conformal_field_theory',b'Representation theory',b'Conformal field theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Exactly_solvable_model',b'Representation theory',b'Exactly solvable model'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Macdonald_identities',b'Representation theory',b'Macdonald identities'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Victor_Kac',b'Representation theory',b'Victor Kac'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Robert_Moody',b'Representation theory',b'Robert Moody'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Semisimple_Lie_algebra',b'Representation theory',b'Semisimple Lie algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/%C3%89lie_Cartan',b'Representation theory',b'\xc3\x89lie Cartan'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Cartan_subalgebra',b'Representation theory',b'Cartan subalgebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Weight_(representation_theory)',b'Representation theory',b'Weight (representation theory)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Eigenspace',b'Representation theory',b'Eigenspace'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_algebra',b'Representation theory',b'Lie algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Skew-symmetric_graph',b'Representation theory',b'Skew-symmetric graph'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Bilinear_operation',b'Representation theory',b'Bilinear operation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_bracket',b'Representation theory',b'Lie bracket'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Jacobi_identity',b'Representation theory',b'Jacobi identity'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Tangent_space',b'Representation theory',b'Tangent space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_group',b'Representation theory',b'Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Identity_element',b'Representation theory',b'Identity element'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Semidirect_product',b'Representation theory',b'Semidirect product'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Solvable_Lie_group',b'Representation theory',b'Solvable Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Levi_decomposition',b'Representation theory',b'Levi decomposition'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Mackey_theory',b'Representation theory',b'Mackey theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Wigner%27s_classification',b'Representation theory',"b""Wigner's classification"""
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Semisimple_Lie_group',b'Representation theory',b'Semisimple Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Weyl%27s_unitary_trick',b'Representation theory',"b""Weyl's unitary trick"""
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_group',b'Representation theory',b'Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Smooth_manifold',b'Representation theory',b'Smooth manifold'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Homogeneous_spaces',b'Representation theory',b'Homogeneous spaces'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Symmetric_space',b'Representation theory',b'Symmetric space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Automorphic_form',b'Representation theory',b'Automorphic form'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Alexander_Grothendieck',b'Representation theory',b'Alexander Grothendieck'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_algebraic_group',b'Representation theory',b'Linear algebraic group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Tannakian_category',b'Representation theory',b'Tannakian category'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Category_(mathematics)',b'Representation theory',b'Category (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Tannaka%E2%80%93Krein_duality',b'Representation theory',b'Tannaka\xe2\x80\x93Krein duality'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Plancherel_theorem',b'Representation theory',b'Plancherel theorem'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Measure_(mathematics)',b'Representation theory',b'Measure (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Unitary_dual',b'Representation theory',b'Unitary dual'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Square_integrable',b'Representation theory',b'Square integrable'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/L2-space',b'Representation theory',b'L2-space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Pontrjagin_duality',b'Representation theory',b'Pontrjagin duality'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Peter%E2%80%93Weyl_theorem',b'Representation theory',b'Peter\xe2\x80\x93Weyl theorem'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Fourier_series',b'Representation theory',b'Fourier series'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Fourier_transform',b'Representation theory',b'Fourier transform'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Dual_vector_space',b'Representation theory',b'Dual vector space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Harmonic_analysis',b'Representation theory',b'Harmonic analysis'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Mathematical_analysis',b'Representation theory',b'Mathematical analysis'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Local_compactness',b'Representation theory',b'Local compactness'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Harish-Chandra_module',b'Representation theory',b'Harish-Chandra module'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Sesquilinear_form',b'Representation theory',b'Sesquilinear form'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Semisimple_Lie_group',b'Representation theory',b'Semisimple Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_group',b'Representation theory',b'Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Representation_theory_of_SL2(R)',b'Representation theory',b'Representation theory of SL2(R)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Representation_theory_of_the_Lorentz_group',b'Representation theory',b'Representation theory of the Lorentz group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Unitary_dual',b'Representation theory',b'Unitary dual'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Locally_compact',b'Representation theory',b'Locally compact'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Topological_group',b'Representation theory',b'Topological group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Strongly_continuous',b'Representation theory',b'Strongly continuous'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Character_theory',b'Representation theory',b'Character theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Peter%E2%80%93Weyl_theorem',b'Representation theory',b'Peter\xe2\x80\x93Weyl theorem'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Hilbert_space',b'Representation theory',b'Hilbert space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Unitary_operator',b'Representation theory',b'Unitary operator'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Quantum_mechanics',b'Representation theory',b'Quantum mechanics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Hermann_Weyl',b'Representation theory',b'Hermann Weyl'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Representation_theory_of_the_Poincar%C3%A9_group',b'Representation theory',b'Representation theory of the Poincar\xc3\xa9 group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Eugene_Wigner',b'Representation theory',b'Eugene Wigner'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/George_Mackey',b'Representation theory',b'George Mackey'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Harish-Chandra',b'Representation theory',b'Harish-Chandra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Mathematics',b'Representation theory',b'Mathematics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraic_geometry',b'Representation theory',b'Algebraic geometry'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Coding_theory',b'Representation theory',b'Coding theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Combinatorics',b'Representation theory',b'Combinatorics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Number_theory',b'Representation theory',b'Number theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Richard_Brauer',b'Representation theory',b'Richard Brauer'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Classification_of_finite_simple_groups',b'Representation theory',b'Classification of finite simple groups'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Sylow_subgroup',b'Representation theory',b'Sylow subgroup'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_ring',b'Representation theory',b'Group ring'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Finite_groups_of_Lie_type',b'Representation theory',b'Finite groups of Lie type'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_algebraic_group',b'Representation theory',b'Linear algebraic group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_group',b'Representation theory',b'Lie group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_algebra_representation',b'Representation theory',b'Lie algebra representation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Weight_(representation_theory)',b'Representation theory',b'Weight (representation theory)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Compact_group',b'Representation theory',b'Compact group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Haar_measure',b'Representation theory',b'Haar measure'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Abstract_harmonic_analysis',b'Representation theory',b'Abstract harmonic analysis'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Orthogonal_complement',b'Representation theory',b'Orthogonal complement'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Unitary_representation',b'Representation theory',b'Unitary representation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Inner_product',b'Representation theory',b'Inner product'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Positive_characteristic',b'Representation theory',b'Positive characteristic'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Finite_field',b'Representation theory',b'Finite field'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Coprime',b'Representation theory',b'Coprime'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_order',b'Representation theory',b'Group order'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Common_factor',b'Representation theory',b'Common factor'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Modular_representation_theory',b'Representation theory',b'Modular representation theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Trace_of_a_matrix',b'Representation theory',b'Trace of a matrix'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Character_theory',b'Representation theory',b'Character theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Characteristic_zero',b'Representation theory',b'Characteristic zero'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Maschke%27s_theorem',b'Representation theory',"b""Maschke's theorem"""
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Projection_(linear_algebra)',b'Representation theory',b'Projection (linear algebra)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Crystallographic_group',b'Representation theory',b'Crystallographic group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Representation_theory_of_SU(2)',b'Representation theory',b'Representation theory of SU(2)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Clebsch%E2%80%93Gordan_coefficients',b'Representation theory',b'Clebsch\xe2\x80\x93Gordan coefficients'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Tensor_product',b'Representation theory',b'Tensor product'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Weyl%27s_theorem_on_complete_reducibility',b'Representation theory',"b""Weyl's theorem on complete reducibility"""
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Direct_sum_of_representations',b'Representation theory',b'Direct sum of representations'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Direct_sum_of_vector_spaces',b'Representation theory',b'Direct sum of vector spaces'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Schur%27s_lemma',b'Representation theory',"b""Schur's lemma"""
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Zero_map',b'Representation theory',b'Zero map'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Kernel_(linear_algebra)',b'Representation theory',b'Kernel (linear algebra)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Image_(mathematics)',b'Representation theory',b'Image (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Endomorphism',b'Representation theory',b'Endomorphism'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Division_algebra',b'Representation theory',b'Division algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraically_closed',b'Representation theory',b'Algebraically closed'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Zero_vector_space',b'Representation theory',b'Zero vector space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Subrepresentation',b'Representation theory',b'Subrepresentation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Quotient_space_(linear_algebra)',b'Representation theory',b'Quotient space (linear algebra)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Up_to_isomorphism',b'Representation theory',b'Up to isomorphism'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Isomorphism',b'Representation theory',b'Isomorphism'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Commutative_diagram',b'Representation theory',b'Commutative diagram'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Faithful_representation',b'Representation theory',b'Faithful representation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Injective',b'Representation theory',b'Injective'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Basis_(linear_algebra)',b'Representation theory',b'Basis (linear algebra)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Dimension_of_a_vector_space',b'Representation theory',b'Dimension of a vector space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_algebra#Definition_and_first_properties',b'Representation theory',b'Lie algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Identity_element',b'Representation theory',b'Identity element'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_action',b'Representation theory',b'Group action'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_(mathematics)',b'Representation theory',b'Group (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_map',b'Representation theory',b'Linear map'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Function_composition',b'Representation theory',b'Function composition'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/General_linear_group#General_linear_group_of_a_vector_space',b'Representation theory',b'General linear group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_map#Endomorphisms_and_automorphisms',b'Representation theory',b'Linear map'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebra',b'Representation theory',b'Algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_(mathematics)',b'Representation theory',b'Group (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Associative_algebra',b'Representation theory',b'Associative algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_algebra',b'Representation theory',b'Lie algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Vector_space',b'Representation theory',b'Vector space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Field_(mathematics)',b'Representation theory',b'Field (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Column_vector',b'Representation theory',b'Column vector'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Real_number',b'Representation theory',b'Real number'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Complex_number',b'Representation theory',b'Complex number'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Abstract_algebra',b'Representation theory',b'Abstract algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Matrix_(mathematics)',b'Representation theory',b'Matrix (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Category_theory',b'Representation theory',b'Category theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Functor',b'Representation theory',b'Functor'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Category_of_vector_spaces',b'Representation theory',b'Category of vector spaces'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraic_geometry',b'Representation theory',b'Algebraic geometry'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Module_theory',b'Representation theory',b'Module theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Analytic_number_theory',b'Representation theory',b'Analytic number theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Differential_geometry',b'Representation theory',b'Differential geometry'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Operator_theory',b'Representation theory',b'Operator theory'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraic_combinatorics',b'Representation theory',b'Algebraic combinatorics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Topology',b'Representation theory',b'Topology'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Abstract_algebra',b'Representation theory',b'Abstract algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_algebra',b'Representation theory',b'Linear algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Hilbert_space',b'Representation theory',b'Hilbert space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Mathematical_analysis',b'Representation theory',b'Mathematical analysis'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Physics',b'Representation theory',b'Physics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Symmetry_group',b'Representation theory',b'Symmetry group'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Mathematics',b'Representation theory',b'Mathematics'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Abstract_algebra',b'Representation theory',b'Abstract algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraic_structure',b'Representation theory',b'Algebraic structure'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Element_(set_theory)',b'Representation theory',b'Element (set theory)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Linear_transformation',b'Representation theory',b'Linear transformation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Vector_space',b'Representation theory',b'Vector space'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Module_(mathematics)',b'Representation theory',b'Module (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Matrix_(mathematics)',b'Representation theory',b'Matrix (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebraic_operation',b'Representation theory',b'Algebraic operation'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Matrix_addition',b'Representation theory',b'Matrix addition'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Matrix_multiplication',b'Representation theory',b'Matrix multiplication'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Algebra',b'Representation theory',b'Algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_(mathematics)',b'Representation theory',b'Group (mathematics)'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Associative_algebra',b'Representation theory',b'Associative algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Lie_algebra',b'Representation theory',b'Lie algebra'
b'https://en.wikipedia.org/wiki/Representation_theory',b'/wiki/Group_representation',b'Representation theory',b'Group representation'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Vector_space_basis',b'Functional analysis',b'Vector space basis'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Zorn%27s_lemma',b'Functional analysis',"b""Zorn's lemma"""
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Schauder_basis',b'Functional analysis',b'Schauder basis'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hahn%E2%80%93Banach_theorem',b'Functional analysis',b'Hahn\xe2\x80\x93Banach theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Axiom_of_choice',b'Functional analysis',b'Axiom of choice'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Boolean_prime_ideal_theorem',b'Functional analysis',b'Boolean prime ideal theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Baire_category_theorem',b'Functional analysis',b'Baire category theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/List_of_functional_analysis_topics',b'Functional analysis',b'List of functional analysis topics'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Topological_space',b'Functional analysis',b'Topological space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Compact_space',b'Functional analysis',b'Compact space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hausdorff_space',b'Functional analysis',b'Hausdorff space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Continuous_function_(topology)',b'Functional analysis',b'Continuous function (topology)'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Baire_category_theorem',b'Functional analysis',b'Baire category theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Normed_space',b'Functional analysis',b'Normed space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Fr%C3%A9chet_space',b'Functional analysis',b'Fr\xc3\xa9chet space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Open_mapping_theorem_(functional_analysis)',b'Functional analysis',b'Open mapping theorem (functional analysis)'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Stefan_Banach',b'Functional analysis',b'Stefan Banach'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Juliusz_Schauder',b'Functional analysis',b'Juliusz Schauder'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Bounded_linear_operator',b'Functional analysis',b'Bounded linear operator'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Banach_space',b'Functional analysis',b'Banach space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Surjective',b'Functional analysis',b'Surjective'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Open_map',b'Functional analysis',b'Open map'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Sublinear_function',b'Functional analysis',b'Sublinear function'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Linear_functional',b'Functional analysis',b'Linear functional'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Linear_subspace',b'Functional analysis',b'Linear subspace'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hahn%E2%80%93Banach_theorem',b'Functional analysis',b'Hahn\xe2\x80\x93Banach theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Bounded_operator',b'Functional analysis',b'Bounded operator'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Vector_space',b'Functional analysis',b'Vector space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Continuous_function_(topology)',b'Functional analysis',b'Continuous function (topology)'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Normed_vector_space',b'Functional analysis',b'Normed vector space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Dual_space',b'Functional analysis',b'Dual space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Normal_operator',b'Functional analysis',b'Normal operator'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Operator_theory',b'Functional analysis',b'Operator theory'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Spectral_measure#Spectral_measure',b'Functional analysis',b'Spectral measure'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Multiplication_operator',b'Functional analysis',b'Multiplication operator'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Measure_space',b'Functional analysis',b'Measure space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Ess_sup',b'Functional analysis',b'Ess sup'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Spectral_theorem',b'Functional analysis',b'Spectral theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Stefan_Banach',b'Functional analysis',b'Stefan Banach'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hugo_Steinhaus',b'Functional analysis',b'Hugo Steinhaus'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hans_Hahn_(mathematician)',b'Functional analysis',b'Hans Hahn (mathematician)'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Uniform_boundedness_principle',b'Functional analysis',b'Uniform boundedness principle'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Banach%E2%80%93Steinhaus_theorem',b'Functional analysis',b'Banach\xe2\x80\x93Steinhaus theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Hahn%E2%80%93Banach_theorem',b'Functional analysis',b'Hahn\xe2\x80\x93Banach theorem'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Open_mapping_theorem_(functional_analysis)',b'Functional analysis',b'Open mapping theorem (functional analysis)'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Continuous_linear_operator',b'Functional analysis',b'Continuous linear operator'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Banach_space',b'Functional analysis',b'Banach space'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Derivative',b'Functional analysis',b'Derivative'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Fr%C3%A9chet_derivative',b'Functional analysis',b'Fr\xc3\xa9chet derivative'
b'https://en.wikipedia.org/wiki/Functional_analysis',b'/wiki/Continuous_dual',b'Functional analysis',b'Continuous dual'
